Year,State,District,Area_1000_ha,Production_1000_tons,Yield_kg_ha,Crop,Avg_Rainfall_mm,Avg_Temp_C,Soil_Type
2016,West Bengal,West Dinajpur,58.24,149.62,2568.92,WHEAT,800,26.0,Alluvial
2017,West Bengal,West Dinajpur,44.44,149.23,3358.09,WHEAT,800,26.0,Alluvial
2010,Bihar,Champaran,209.72,571.38,2724.49,WHEAT,800,26.0,Alluvial
2011,Bihar,Champaran,220.8,717.54,3249.73,WHEAT,800,26.0,Alluvial
2012,Bihar,Champaran,223.33,580.31,2598.44,WHEAT,800,26.0,Alluvial
2013,Bihar,Champaran,212.73,594.56,2794.9,WHEAT,800,26.0,Alluvial
2014,Bihar,Champaran,225.36,239.11,1061.01,WHEAT,800,26.0,Alluvial
2015,Bihar,Champaran,216.07,377.99,1749.39,WHEAT,800,26.0,Alluvial
2016,Bihar,Champaran,197.8,472.12,2386.87,WHEAT,800,26.0,Alluvial
2017,Bihar,Champaran,221.16,566.42,2561.08,WHEAT,800,26.0,Alluvial
2010,Bihar,Muzaffarpur,220.36,547.28,2483.57,WHEAT,800,26.0,Alluvial
2011,Bihar,Muzaffarpur,211.34,762.76,3609.16,WHEAT,800,26.0,Alluvial
2012,Bihar,Muzaffarpur,241.74,706.44,2922.31,WHEAT,800,26.0,Alluvial
2013,Bihar,Muzaffarpur,241.61,791.17,3274.57,WHEAT,800,26.0,Alluvial
2014,Bihar,Muzaffarpur,237.82,323.31,1359.47,WHEAT,800,26.0,Alluvial
2015,Bihar,Muzaffarpur,222.33,506.33,2277.38,WHEAT,800,26.0,Alluvial
2016,Bihar,Muzaffarpur,237.43,709.24,2987.09,WHEAT,800,26.0,Alluvial
2017,Bihar,Muzaffarpur,234.86,694.38,2956.65,WHEAT,800,26.0,Alluvial
2010,Bihar,Darbhanga,217.86,532.13,2442.53,WHEAT,800,26.0,Alluvial
2011,Bihar,Darbhanga,209.07,645.02,3085.19,WHEAT,800,26.0,Alluvial
2012,Bihar,Darbhanga,211.02,541.53,2566.25,WHEAT,800,26.0,Alluvial
2013,Bihar,Darbhanga,217.42,594.9,2736.18,WHEAT,800,26.0,Alluvial
2014,Bihar,Darbhanga,205.19,276.61,1348.07,WHEAT,800,26.0,Alluvial
2015,Bihar,Darbhanga,196.42,409.5,2084.82,WHEAT,800,26.0,Alluvial
2016,Bihar,Darbhanga,201.4,511.39,2539.23,WHEAT,800,26.0,Alluvial
2017,Bihar,Darbhanga,204.34,573.28,2805.49,WHEAT,800,26.0,Alluvial
2010,Bihar,Saharsa,94.6,179.45,1896.93,WHEAT,800,26.0,Alluvial
2011,Bihar,Saharsa,96.3,257.26,2671.44,WHEAT,800,26.0,Alluvial
2012,Bihar,Saharsa,93.27,200.83,2153.21,WHEAT,800,26.0,Alluvial
2013,Bihar,Saharsa,107.54,265.8,2471.64,WHEAT,800,26.0,Alluvial
2014,Bihar,Saharsa,103.97,195.92,1884.39,WHEAT,800,26.0,Alluvial
2015,Bihar,Saharsa,103.35,198.26,1918.34,WHEAT,800,26.0,Alluvial
2016,Bihar,Saharsa,100.94,233.59,2314.17,WHEAT,800,26.0,Alluvial
2017,Bihar,Saharsa,102.0,266.86,2616.16,WHEAT,800,26.0,Alluvial
2010,Bihar,Purnea,150.24,340.02,2263.18,WHEAT,800,26.0,Alluvial
2011,Bihar,Purnea,158.06,396.93,2511.26,WHEAT,800,26.0,Alluvial
2012,Bihar,Purnea,154.39,486.69,3152.34,WHEAT,800,26.0,Alluvial
2013,Bihar,Purnea,136.39,390.45,2862.75,WHEAT,800,26.0,Alluvial
2014,Bihar,Purnea,132.41,156.18,1179.52,WHEAT,800,26.0,Alluvial
2015,Bihar,Purnea,103.03,291.04,2824.81,WHEAT,800,26.0,Alluvial
2016,Bihar,Purnea,96.92,232.48,2398.63,WHEAT,800,26.0,Alluvial
2017,Bihar,Purnea,91.16,216.38,2373.64,WHEAT,800,26.0,Alluvial
2010,Bihar,Saran,256.26,690.7,2695.31,WHEAT,800,26.0,Alluvial
2011,Bihar,Saran,257.56,822.94,3195.14,WHEAT,800,26.0,Alluvial
2012,Bihar,Saran,261.06,839.2,3214.59,WHEAT,800,26.0,Alluvial
2013,Bihar,Saran,258.69,810.15,3131.74,WHEAT,800,26.0,Alluvial
2014,Bihar,Saran,248.6,413.22,1662.19,WHEAT,800,26.0,Alluvial
2015,Bihar,Saran,254.0,537.86,2117.56,WHEAT,800,26.0,Alluvial
2016,Bihar,Saran,257.64,839.7,3259.22,WHEAT,800,26.0,Alluvial
2017,Bihar,Saran,242.43,698.72,2882.2,WHEAT,800,26.0,Alluvial
2010,Bihar,Patna,130.59,288.22,2207.06,WHEAT,800,26.0,Alluvial
2011,Bihar,Patna,138.85,442.51,3186.96,WHEAT,800,26.0,Alluvial
2012,Bihar,Patna,143.86,445.36,3095.79,WHEAT,800,26.0,Alluvial
2013,Bihar,Patna,144.52,405.56,2806.26,WHEAT,800,26.0,Alluvial
2014,Bihar,Patna,149.86,354.72,2367.01,WHEAT,800,26.0,Alluvial
2015,Bihar,Patna,144.73,355.68,2457.54,WHEAT,800,26.0,Alluvial
2016,Bihar,Patna,144.57,466.14,3224.36,WHEAT,800,26.0,Alluvial
2017,Bihar,Patna,148.68,500.15,3363.96,WHEAT,800,26.0,Alluvial
2010,Bihar,Mungair,180.44,359.5,1992.35,WHEAT,800,26.0,Alluvial
2011,Bihar,Mungair,180.1,570.31,3166.63,WHEAT,800,26.0,Alluvial
2012,Bihar,Mungair,177.73,505.56,2844.54,WHEAT,800,26.0,Alluvial
2013,Bihar,Mungair,164.44,511.04,3107.76,WHEAT,800,26.0,Alluvial
2014,Bihar,Mungair,164.74,256.98,1559.91,WHEAT,800,26.0,Alluvial
2015,Bihar,Mungair,208.35,451.21,2165.63,WHEAT,800,26.0,Alluvial
2016,Bihar,Mungair,201.53,596.86,2961.62,WHEAT,800,26.0,Alluvial
2017,Bihar,Mungair,194.25,590.69,3040.92,WHEAT,800,26.0,Alluvial
2010,Bihar,Bhagalpur,67.34,155.13,2303.68,WHEAT,800,26.0,Alluvial
2011,Bihar,Bhagalpur,65.27,201.35,3084.88,WHEAT,800,26.0,Alluvial
2012,Bihar,Bhagalpur,65.85,162.56,2468.64,WHEAT,800,26.0,Alluvial
2013,Bihar,Bhagalpur,72.58,196.65,2709.42,WHEAT,800,26.0,Alluvial
2014,Bihar,Bhagalpur,72.23,98.51,1363.84,WHEAT,800,26.0,Alluvial
2015,Bihar,Bhagalpur,71.04,205.61,2894.29,WHEAT,800,26.0,Alluvial
2016,Bihar,Bhagalpur,81.31,251.8,3096.85,WHEAT,800,26.0,Alluvial
2017,Bihar,Bhagalpur,80.63,247.35,3067.55,WHEAT,800,26.0,Alluvial
2010,Jharkhand,Santhal Paragana / Dumka,15.84,21.87,1380.68,WHEAT,800,26.0,Red
2011,Jharkhand,Santhal Paragana / Dumka,13.18,22.19,1683.61,WHEAT,800,26.0,Red
2012,Jharkhand,Santhal Paragana / Dumka,23.19,43.97,1896.0,WHEAT,800,26.0,Red
2013,Jharkhand,Santhal Paragana / Dumka,22.92,33.42,1458.12,WHEAT,800,26.0,Red
2014,Jharkhand,Santhal Paragana / Dumka,21.41,27.11,1266.23,WHEAT,800,26.0,Red
2015,Jharkhand,Santhal Paragana / Dumka,27.2,39.99,1470.22,WHEAT,800,26.0,Red
2016,Jharkhand,Santhal Paragana / Dumka,32.77,61.72,1883.52,WHEAT,800,26.0,Red
2010,Bihar,Shahabad (now part of Bhojpur district),361.33,998.84,2764.34,WHEAT,800,26.0,Alluvial
2011,Bihar,Shahabad (now part of Bhojpur district),370.87,1082.67,2919.27,WHEAT,800,26.0,Alluvial
2012,Bihar,Shahabad (now part of Bhojpur district),378.95,1070.94,2826.07,WHEAT,800,26.0,Alluvial
2013,Bihar,Shahabad (now part of Bhojpur district),377.83,1031.75,2730.73,WHEAT,800,26.0,Alluvial
2014,Bihar,Shahabad (now part of Bhojpur district),383.28,750.16,1957.21,WHEAT,800,26.0,Alluvial
2015,Bihar,Shahabad (now part of Bhojpur district),374.52,899.14,2400.78,WHEAT,800,26.0,Alluvial
2016,Bihar,Shahabad (now part of Bhojpur district),354.92,1082.54,3050.06,WHEAT,800,26.0,Alluvial
2017,Bihar,Shahabad (now part of Bhojpur district),359.53,1118.79,3111.83,WHEAT,800,26.0,Alluvial
2010,Bihar,Gaya,211.45,431.38,2040.1,WHEAT,800,26.0,Alluvial
2011,Bihar,Gaya,233.69,631.65,2702.94,WHEAT,800,26.0,Alluvial
2012,Bihar,Gaya,256.5,634.88,2475.17,WHEAT,800,26.0,Alluvial
2013,Bihar,Gaya,215.06,542.7,2523.48,WHEAT,800,26.0,Alluvial
2014,Bihar,Gaya,230.97,505.5,2188.6,WHEAT,800,26.0,Alluvial
2015,Bihar,Gaya,216.93,503.84,2322.59,WHEAT,800,26.0,Alluvial
2016,Bihar,Gaya,231.35,589.99,2550.18,WHEAT,800,26.0,Alluvial
2017,Bihar,Gaya,222.27,631.28,2840.14,WHEAT,800,26.0,Alluvial
2010,Jharkhand,Hazaribagh,10.67,10.61,994.1,WHEAT,800,26.0,Red
2011,Jharkhand,Hazaribagh,10.84,16.17,1491.73,WHEAT,800,26.0,Red
2012,Jharkhand,Hazaribagh,12.96,25.27,1949.4,WHEAT,800,26.0,Red
2013,Jharkhand,Hazaribagh,15.03,32.19,2140.78,WHEAT,800,26.0,Red
2014,Jharkhand,Hazaribagh,28.79,55.92,1942.23,WHEAT,800,26.0,Red
2015,Jharkhand,Hazaribagh,18.39,38.23,2078.61,WHEAT,800,26.0,Red
2016,Jharkhand,Hazaribagh,18.93,46.35,2448.28,WHEAT,800,26.0,Red
2010,Jharkhand,Dhanbad,0.2,0.25,1271.66,WHEAT,800,26.0,Red
2011,Jharkhand,Dhanbad,0.25,0.44,1760.16,WHEAT,800,26.0,Red
2012,Jharkhand,Dhanbad,0.2,0.37,1897.25,WHEAT,800,26.0,Red
2013,Jharkhand,Dhanbad,0.37,0.74,2036.66,WHEAT,800,26.0,Red
2014,Jharkhand,Dhanbad,0.45,0.54,1208.47,WHEAT,800,26.0,Red
2015,Jharkhand,Dhanbad,0.2,0.3,1509.96,WHEAT,800,26.0,Red
2016,Jharkhand,Dhanbad,0.18,0.32,1760.8,WHEAT,800,26.0,Red
2010,Jharkhand,Palamau,17.02,14.49,851.35,WHEAT,800,26.0,Red
2011,Jharkhand,Palamau,17.38,24.54,1411.97,WHEAT,800,26.0,Red
2012,Jharkhand,Palamau,25.88,46.83,1809.18,WHEAT,800,26.0,Red
2013,Jharkhand,Palamau,27.56,26.13,948.11,WHEAT,800,26.0,Red
2014,Jharkhand,Palamau,18.61,26.02,1398.17,WHEAT,800,26.0,Red
2015,Jharkhand,Palamau,16.37,22.9,1398.9,WHEAT,800,26.0,Red
2016,Jharkhand,Palamau,37.07,69.47,1874.17,WHEAT,800,26.0,Red
2010,Jharkhand,Ranchi,5.37,6.61,1230.91,WHEAT,800,26.0,Red
2011,Jharkhand,Ranchi,5.59,9.51,1701.25,WHEAT,800,26.0,Red
2012,Jharkhand,Ranchi,5.78,10.5,1815.63,WHEAT,800,26.0,Red
2013,Jharkhand,Ranchi,6.12,11.88,1941.18,WHEAT,800,26.0,Red
2014,Jharkhand,Ranchi,12.63,22.81,1806.02,WHEAT,800,26.0,Red
2015,Jharkhand,Ranchi,6.9,10.48,1518.84,WHEAT,800,26.0,Red
2016,Jharkhand,Ranchi,22.78,48.17,2114.54,WHEAT,800,26.0,Red
2010,Jharkhand,Singhbhum,0.52,0.34,653.85,WHEAT,800,26.0,Red
2011,Jharkhand,Singhbhum,0.71,0.83,1169.01,WHEAT,800,26.0,Red
2012,Jharkhand,Singhbhum,1.32,1.63,1236.36,WHEAT,800,26.0,Red
2013,Jharkhand,Singhbhum,1.53,1.85,1209.15,WHEAT,800,26.0,Red
2014,Jharkhand,Singhbhum,5.36,6.65,1240.67,WHEAT,800,26.0,Red
2015,Jharkhand,Singhbhum,1.99,1.82,914.57,WHEAT,800,26.0,Red
2016,Jharkhand,Singhbhum,0.38,0.83,2167.98,WHEAT,800,26.0,Red
2011,Chhattisgarh,Durg,0.08,0.02,250.0,COTTON,1200,26.0,Red-Yellow
2012,Chhattisgarh,Durg,0.13,0.02,153.85,COTTON,1200,26.0,Red-Yellow
2013,Chhattisgarh,Durg,0.05,0.01,200.0,COTTON,1200,26.0,Red-Yellow
2014,Chhattisgarh,Durg,0.05,0.02,400.0,COTTON,1200,26.0,Red-Yellow
2015,Chhattisgarh,Durg,0.05,0.01,200.0,COTTON,1200,26.0,Red-Yellow
2016,Chhattisgarh,Durg,0.06,0.02,317.81,COTTON,1200,26.0,Red-Yellow
2017,Chhattisgarh,Durg,0.45,0.13,297.85,COTTON,1200,26.0,Red-Yellow
2016,Chhattisgarh,Raipur,0.01,0.01,408.0,COTTON,1200,26.0,Red-Yellow
2017,Chhattisgarh,Raipur,0.03,0.01,360.0,COTTON,1200,26.0,Red-Yellow
2010,Madhya Pradesh,Chhindwara,28.34,45.23,1595.94,COTTON,800,26.0,Black
2011,Madhya Pradesh,Chhindwara,27.68,31.93,1153.65,COTTON,800,26.0,Black
2012,Madhya Pradesh,Chhindwara,33.77,6.6,195.44,COTTON,800,26.0,Black
2013,Madhya Pradesh,Chhindwara,34.09,6.88,201.82,COTTON,800,26.0,Black
2014,Madhya Pradesh,Chhindwara,15.0,1.8,120.0,COTTON,800,26.0,Black
2015,Madhya Pradesh,Chhindwara,44.0,1.8,40.91,COTTON,800,26.0,Black
2016,Madhya Pradesh,Chhindwara,45.0,8.64,192.0,COTTON,800,26.0,Black
2017,Madhya Pradesh,Chhindwara,47.6,9.6,201.78,COTTON,800,26.0,Black
2011,Madhya Pradesh,Shahdol,0.02,0.01,423.53,COTTON,800,26.0,Black
2010,Madhya Pradesh,Shivpuri,0.02,0.0,231.43,COTTON,800,26.0,Black
2011,Madhya Pradesh,Shivpuri,0.14,0.06,403.75,COTTON,800,26.0,Black
2012,Madhya Pradesh,Shivpuri,0.11,0.03,272.73,COTTON,800,26.0,Black
2011,Madhya Pradesh,Guna,0.03,0.01,202.5,COTTON,800,26.0,Black
2014,Madhya Pradesh,Guna,5.0,0.54,108.0,COTTON,800,26.0,Black
2010,Madhya Pradesh,Morena,0.01,0.0,154.29,COTTON,800,26.0,Black
2011,Madhya Pradesh,Morena,0.37,0.09,229.22,COTTON,800,26.0,Black
2012,Madhya Pradesh,Morena,0.62,0.14,225.81,COTTON,800,26.0,Black
2013,Madhya Pradesh,Morena,0.25,0.06,240.0,COTTON,800,26.0,Black
2014,Madhya Pradesh,Morena,5.0,0.54,108.0,COTTON,800,26.0,Black
2013,Madhya Pradesh,Indore,0.04,0.01,250.0,COTTON,800,26.0,Black
2014,Madhya Pradesh,Indore,5.0,0.54,108.0,COTTON,800,26.0,Black
2017,Madhya Pradesh,Indore,0.4,0.08,198.0,COTTON,800,26.0,Black
2010,Madhya Pradesh,Ratlam,25.76,8.28,321.26,COTTON,800,26.0,Black
2011,Madhya Pradesh,Ratlam,23.38,12.03,514.6,COTTON,800,26.0,Black
2012,Madhya Pradesh,Ratlam,22.89,10.97,479.25,COTTON,800,26.0,Black
2013,Madhya Pradesh,Ratlam,20.93,7.44,355.47,COTTON,800,26.0,Black
2014,Madhya Pradesh,Ratlam,11.0,2.34,212.73,COTTON,800,26.0,Black
2015,Madhya Pradesh,Ratlam,23.0,2.34,101.74,COTTON,800,26.0,Black
2016,Madhya Pradesh,Ratlam,28.0,5.76,205.71,COTTON,800,26.0,Black
2017,Madhya Pradesh,Ratlam,29.4,8.42,286.53,COTTON,800,26.0,Black
2010,Madhya Pradesh,Ujjain,0.0,0.0,144.0,COTTON,800,26.0,Black
2011,Madhya Pradesh,Ujjain,0.0,0.0,240.0,COTTON,800,26.0,Black
2010,Madhya Pradesh,Mandsaur,0.36,0.05,130.82,COTTON,800,26.0,Black
2011,Madhya Pradesh,Mandsaur,0.66,0.13,196.49,COTTON,800,26.0,Black
2012,Madhya Pradesh,Mandsaur,0.58,0.13,224.14,COTTON,800,26.0,Black
2013,Madhya Pradesh,Mandsaur,0.46,0.14,304.35,COTTON,800,26.0,Black
2014,Madhya Pradesh,Mandsaur,10.0,1.44,144.0,COTTON,800,26.0,Black
2017,Madhya Pradesh,Mandsaur,0.34,0.09,264.71,COTTON,800,26.0,Black
2010,Madhya Pradesh,Dewas,21.5,5.27,245.31,COTTON,800,26.0,Black
2011,Madhya Pradesh,Dewas,20.01,7.8,390.07,COTTON,800,26.0,Black
2012,Madhya Pradesh,Dewas,7.65,3.58,467.97,COTTON,800,26.0,Black
2013,Madhya Pradesh,Dewas,6.63,2.33,351.43,COTTON,800,26.0,Black
2014,Madhya Pradesh,Dewas,8.0,1.44,180.0,COTTON,800,26.0,Black
2015,Madhya Pradesh,Dewas,9.0,1.44,160.0,COTTON,800,26.0,Black
2016,Madhya Pradesh,Dewas,11.0,1.08,98.18,COTTON,800,26.0,Black
2017,Madhya Pradesh,Dewas,6.0,1.57,261.0,COTTON,800,26.0,Black
2010,Madhya Pradesh,Dhar,106.36,21.91,205.98,COTTON,800,26.0,Black
2011,Madhya Pradesh,Dhar,102.21,32.87,321.55,COTTON,800,26.0,Black
2012,Madhya Pradesh,Dhar,98.38,39.25,398.96,COTTON,800,26.0,Black
2013,Madhya Pradesh,Dhar,96.41,42.31,438.85,COTTON,800,26.0,Black
2014,Madhya Pradesh,Dhar,108.0,14.4,133.33,COTTON,800,26.0,Black
2015,Madhya Pradesh,Dhar,92.0,13.5,146.74,COTTON,800,26.0,Black
2016,Madhya Pradesh,Dhar,101.0,19.98,197.82,COTTON,800,26.0,Black
2017,Madhya Pradesh,Dhar,98.0,35.28,360.0,COTTON,800,26.0,Black
2010,Madhya Pradesh,Jhabua,27.98,2.98,106.64,COTTON,800,26.0,Black
2011,Madhya Pradesh,Jhabua,28.38,5.94,209.47,COTTON,800,26.0,Black
2012,Madhya Pradesh,Jhabua,29.22,6.37,218.0,COTTON,800,26.0,Black
2013,Madhya Pradesh,Jhabua,28.72,14.24,495.82,COTTON,800,26.0,Black
2014,Madhya Pradesh,Jhabua,48.0,8.1,168.75,COTTON,800,26.0,Black
2015,Madhya Pradesh,Jhabua,35.0,7.56,216.0,COTTON,800,26.0,Black
2016,Madhya Pradesh,Jhabua,33.0,9.54,289.09,COTTON,800,26.0,Black
2017,Madhya Pradesh,Jhabua,34.0,6.18,181.85,COTTON,800,26.0,Black
2010,Madhya Pradesh,Khargone / West Nimar,260.87,80.36,308.07,COTTON,800,26.0,Black
2011,Madhya Pradesh,Khargone / West Nimar,299.08,88.36,295.43,COTTON,800,26.0,Black
2012,Madhya Pradesh,Khargone / West Nimar,291.43,111.66,383.15,COTTON,800,26.0,Black
2013,Madhya Pradesh,Khargone / West Nimar,286.09,102.26,357.44,COTTON,800,26.0,Black
2014,Madhya Pradesh,Khargone / West Nimar,273.0,70.92,259.78,COTTON,800,26.0,Black
2015,Madhya Pradesh,Khargone / West Nimar,262.0,68.22,260.38,COTTON,800,26.0,Black
2016,Madhya Pradesh,Khargone / West Nimar,277.0,92.52,334.01,COTTON,800,26.0,Black
2017,Madhya Pradesh,Khargone / West Nimar,282.0,79.78,282.93,COTTON,800,26.0,Black
2010,Madhya Pradesh,Khandwa / East Nimar,114.58,17.06,148.86,COTTON,800,26.0,Black
2011,Madhya Pradesh,Khandwa / East Nimar,114.48,28.28,247.05,COTTON,800,26.0,Black
2012,Madhya Pradesh,Khandwa / East Nimar,108.44,30.37,280.06,COTTON,800,26.0,Black
2013,Madhya Pradesh,Khandwa / East Nimar,99.88,44.84,448.94,COTTON,800,26.0,Black
2014,Madhya Pradesh,Khandwa / East Nimar,133.0,28.26,212.48,COTTON,800,26.0,Black
2015,Madhya Pradesh,Khandwa / East Nimar,96.0,28.26,294.38,COTTON,800,26.0,Black
2016,Madhya Pradesh,Khandwa / East Nimar,105.0,32.94,313.71,COTTON,800,26.0,Black
2017,Madhya Pradesh,Khandwa / East Nimar,105.1,30.45,289.75,COTTON,800,26.0,Black
2010,Madhya Pradesh,Sehore,0.07,0.01,128.18,COTTON,800,26.0,Black
2011,Madhya Pradesh,Sehore,0.04,0.01,231.43,COTTON,800,26.0,Black
2010,Madhya Pradesh,Betul,0.22,0.03,152.18,COTTON,800,26.0,Black
2011,Madhya Pradesh,Betul,0.22,0.05,249.04,COTTON,800,26.0,Black
2012,Madhya Pradesh,Betul,0.32,0.09,281.25,COTTON,800,26.0,Black
2013,Madhya Pradesh,Betul,0.21,0.04,190.48,COTTON,800,26.0,Black
2014,Madhya Pradesh,Betul,5.0,0.9,180.0,COTTON,800,26.0,Black
2017,Madhya Pradesh,Betul,0.3,0.08,276.0,COTTON,800,26.0,Black
2014,Madhya Pradesh,Shajapur,7.0,1.08,154.29,COTTON,800,26.0,Black
2010,Madhya Pradesh,Hoshangabad,0.21,0.06,268.29,COTTON,800,26.0,Black
2011,Madhya Pradesh,Hoshangabad,0.16,0.05,332.56,COTTON,800,26.0,Black
2012,Madhya Pradesh,Hoshangabad,0.22,0.08,363.64,COTTON,800,26.0,Black
2013,Madhya Pradesh,Hoshangabad,0.1,0.03,300.0,COTTON,800,26.0,Black
2014,Madhya Pradesh,Hoshangabad,4.0,0.54,135.0,COTTON,800,26.0,Black
2017,Madhya Pradesh,Hoshangabad,0.05,0.01,288.0,COTTON,800,26.0,Black
2010,Andhra Pradesh,Srikakulam,8.7,2.06,236.78,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Srikakulam,11.43,3.38,295.15,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Srikakulam,17.28,8.21,475.12,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Srikakulam,17.5,7.6,434.0,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Srikakulam,17.41,10.93,628.09,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Srikakulam,16.68,8.04,482.31,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Srikakulam,14.47,7.15,494.02,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Srikakulam,14.29,7.95,556.2,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Visakhapatnam,6.84,1.34,195.91,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Visakhapatnam,7.25,1.86,255.69,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Visakhapatnam,10.34,4.22,408.12,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Visakhapatnam,10.45,3.88,371.77,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Visakhapatnam,10.69,5.61,524.32,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Visakhapatnam,9.92,3.63,366.43,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Visakhapatnam,8.97,3.15,351.73,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Visakhapatnam,8.29,3.38,407.71,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,East Godavari,12.11,3.66,302.23,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,East Godavari,13.15,3.38,257.03,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,East Godavari,16.85,5.53,328.19,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,East Godavari,21.78,4.45,204.32,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,East Godavari,22.43,8.57,382.08,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,East Godavari,20.57,10.83,526.49,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,East Godavari,12.74,6.07,476.65,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,East Godavari,16.36,6.43,393.13,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,West Godavari,3.96,1.53,386.36,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,West Godavari,5.13,1.87,364.52,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,West Godavari,6.43,3.69,573.87,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,West Godavari,5.24,2.35,448.47,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,West Godavari,9.8,2.49,254.08,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,West Godavari,8.39,4.99,594.76,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,West Godavari,4.61,2.66,576.55,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,West Godavari,4.53,2.52,556.31,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Krishna,51.96,20.01,385.1,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Krishna,59.85,20.83,348.04,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Krishna,64.51,35.48,549.99,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Krishna,59.3,40.44,681.96,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Krishna,55.57,47.1,847.58,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Krishna,52.78,36.15,684.92,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Krishna,37.31,28.7,769.23,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Krishna,48.36,35.25,728.94,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Guntur,193.81,77.37,399.19,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Guntur,189.36,69.86,368.91,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Guntur,218.24,136.75,626.62,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Guntur,232.01,158.68,683.94,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Guntur,239.6,214.76,896.34,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Guntur,225.09,152.01,675.35,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Guntur,149.12,121.79,816.69,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Guntur,200.1,151.48,757.01,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,S.P.S. Nellore,27.8,9.93,357.3,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,S.P.S. Nellore,38.95,14.95,383.89,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,S.P.S. Nellore,32.68,16.62,508.5,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,S.P.S. Nellore,38.84,22.27,573.27,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,S.P.S. Nellore,36.91,22.7,615.01,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,S.P.S. Nellore,27.75,13.62,490.84,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,S.P.S. Nellore,13.6,6.66,489.46,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,S.P.S. Nellore,18.34,7.55,411.78,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Kurnool,62.23,22.06,354.5,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Kurnool,106.51,24.62,231.16,COTTON,800,26.0,Loamy
2012,Andhra Pradesh,Kurnool,165.72,35.56,214.6,COTTON,800,26.0,Loamy
2013,Andhra Pradesh,Kurnool,217.5,130.57,600.29,COTTON,800,26.0,Loamy
2014,Andhra Pradesh,Kurnool,317.61,153.07,481.93,COTTON,800,26.0,Loamy
2015,Andhra Pradesh,Kurnool,209.45,70.68,337.48,COTTON,800,26.0,Loamy
2016,Andhra Pradesh,Kurnool,178.72,97.12,543.42,COTTON,800,26.0,Loamy
2017,Andhra Pradesh,Kurnool,264.92,134.54,507.87,COTTON,800,26.0,Loamy
2010,Andhra Pradesh,Ananthapur,4.34,0.51,117.51,COTTON,800,26.0,Loamy
2011,Andhra Pradesh,Ananthapur,19.3,2.05,106.22,COTTON,800,26.0,Loamy
